PING 10.1.1.1 (10.1.1.1) 56(84) bytes of data.
64 字节，来自 10.1.1.1: icmp_seq=394 ttl=63 时间=80.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=395 ttl=63 时间=0.111 毫秒
64 字节，来自 10.1.1.1: icmp_seq=396 ttl=63 时间=81.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=397 ttl=63 时间=79.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=398 ttl=63 时间=81.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=400 ttl=63 时间=81.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=401 ttl=63 时间=81.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=402 ttl=63 时间=80.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=403 ttl=63 时间=81.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=404 ttl=63 时间=80.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=405 ttl=63 时间=81.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=406 ttl=63 时间=80.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=408 ttl=63 时间=80.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=409 ttl=63 时间=80.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=410 ttl=63 时间=78.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=412 ttl=63 时间=80.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=413 ttl=63 时间=80.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=414 ttl=63 时间=78.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=415 ttl=63 时间=79.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=416 ttl=63 时间=80.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=418 ttl=63 时间=80.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=420 ttl=63 时间=78.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=421 ttl=63 时间=79.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=422 ttl=63 时间=77.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=424 ttl=63 时间=80.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=425 ttl=63 时间=78.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=426 ttl=63 时间=78.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=427 ttl=63 时间=79.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=428 ttl=63 时间=79.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=429 ttl=63 时间=38.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=430 ttl=63 时间=79.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=432 ttl=63 时间=78.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=433 ttl=63 时间=79.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=434 ttl=63 时间=77.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=435 ttl=63 时间=78.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=436 ttl=63 时间=78.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=438 ttl=63 时间=78.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=439 ttl=63 时间=0.153 毫秒
64 字节，来自 10.1.1.1: icmp_seq=440 ttl=63 时间=79.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=441 ttl=63 时间=0.240 毫秒
64 字节，来自 10.1.1.1: icmp_seq=442 ttl=63 时间=77.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=443 ttl=63 时间=76.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=444 ttl=63 时间=77.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=446 ttl=63 时间=78.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=447 ttl=63 时间=76.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=448 ttl=63 时间=78.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=449 ttl=63 时间=78.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=450 ttl=63 时间=77.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=451 ttl=63 时间=0.100 毫秒
64 字节，来自 10.1.1.1: icmp_seq=452 ttl=63 时间=79.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=453 ttl=63 时间=0.184 毫秒
64 字节，来自 10.1.1.1: icmp_seq=454 ttl=63 时间=77.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=455 ttl=63 时间=0.099 毫秒
64 字节，来自 10.1.1.1: icmp_seq=456 ttl=63 时间=76.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=457 ttl=63 时间=76.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=458 ttl=63 时间=77.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=460 ttl=63 时间=78.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=461 ttl=63 时间=77.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=462 ttl=63 时间=78.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=463 ttl=63 时间=76.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=464 ttl=63 时间=76.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=466 ttl=63 时间=77.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=468 ttl=63 时间=76.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=469 ttl=63 时间=77.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=470 ttl=63 时间=77.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=471 ttl=63 时间=0.128 毫秒
64 字节，来自 10.1.1.1: icmp_seq=472 ttl=63 时间=77.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=473 ttl=63 时间=78.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=474 ttl=63 时间=77.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=475 ttl=63 时间=77.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=476 ttl=63 时间=76.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=477 ttl=63 时间=77.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=478 ttl=63 时间=76.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=479 ttl=63 时间=0.120 毫秒
64 字节，来自 10.1.1.1: icmp_seq=480 ttl=63 时间=76.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=481 ttl=63 时间=76.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=482 ttl=63 时间=75.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=483 ttl=63 时间=76.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=484 ttl=63 时间=76.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=486 ttl=63 时间=77.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=487 ttl=63 时间=0.129 毫秒
64 字节，来自 10.1.1.1: icmp_seq=488 ttl=63 时间=76.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=489 ttl=63 时间=76.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=490 ttl=63 时间=78.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=492 ttl=63 时间=75.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=493 ttl=63 时间=77.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=494 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=495 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=496 ttl=63 时间=75.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=497 ttl=63 时间=38.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=498 ttl=63 时间=77.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=500 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=501 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=502 ttl=63 时间=76.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=504 ttl=63 时间=74.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=505 ttl=63 时间=76.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=506 ttl=63 时间=75.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=507 ttl=63 时间=75.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=508 ttl=63 时间=75.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=510 ttl=63 时间=76.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=512 ttl=63 时间=76.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=513 ttl=63 时间=0.110 毫秒
64 字节，来自 10.1.1.1: icmp_seq=514 ttl=63 时间=77.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=516 ttl=63 时间=75.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=517 ttl=63 时间=75.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=518 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=519 ttl=63 时间=0.135 毫秒
64 字节，来自 10.1.1.1: icmp_seq=520 ttl=63 时间=75.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=521 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=522 ttl=63 时间=75.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=523 ttl=63 时间=76.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=524 ttl=63 时间=77.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=525 ttl=63 时间=0.143 毫秒
64 字节，来自 10.1.1.1: icmp_seq=526 ttl=63 时间=75.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=528 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=529 ttl=63 时间=0.136 毫秒
64 字节，来自 10.1.1.1: icmp_seq=530 ttl=63 时间=75.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=531 ttl=63 时间=74.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=532 ttl=63 时间=75.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=534 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=535 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=536 ttl=63 时间=74.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=537 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=538 ttl=63 时间=76.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=539 ttl=63 时间=76.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=540 ttl=63 时间=74.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=542 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=543 ttl=63 时间=76.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=544 ttl=63 时间=74.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=545 ttl=63 时间=73.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=546 ttl=63 时间=75.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=548 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=550 ttl=63 时间=74.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=551 ttl=63 时间=76.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=552 ttl=63 时间=75.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=553 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=554 ttl=63 时间=73.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=556 ttl=63 时间=74.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=558 ttl=63 时间=76.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=560 ttl=63 时间=74.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=561 ttl=63 时间=74.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=562 ttl=63 时间=74.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=564 ttl=63 时间=75.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=565 ttl=63 时间=74.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=566 ttl=63 时间=74.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=567 ttl=63 时间=74.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=568 ttl=63 时间=75.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=569 ttl=63 时间=76.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=570 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=572 ttl=63 时间=75.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=573 ttl=63 时间=74.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=574 ttl=63 时间=75.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=575 ttl=63 时间=75.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=576 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=578 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=580 ttl=63 时间=74.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=581 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=582 ttl=63 时间=76.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=584 ttl=63 时间=73.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=585 ttl=63 时间=76.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=586 ttl=63 时间=75.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=587 ttl=63 时间=73.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=588 ttl=63 时间=74.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=589 ttl=63 时间=74.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=590 ttl=63 时间=76.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=592 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=593 ttl=63 时间=75.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=594 ttl=63 时间=75.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=595 ttl=63 时间=75.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=596 ttl=63 时间=75.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=598 ttl=63 时间=75.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=600 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=601 ttl=63 时间=76.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=602 ttl=63 时间=74.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=604 ttl=63 时间=75.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=605 ttl=63 时间=75.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=606 ttl=63 时间=75.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=607 ttl=63 时间=73.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=608 ttl=63 时间=75.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=610 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=612 ttl=63 时间=74.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=613 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=614 ttl=63 时间=74.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=616 ttl=63 时间=74.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=617 ttl=63 时间=75.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=618 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=619 ttl=63 时间=76.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=620 ttl=63 时间=75.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=621 ttl=63 时间=0.120 毫秒
64 字节，来自 10.1.1.1: icmp_seq=622 ttl=63 时间=73.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=623 ttl=63 时间=0.070 毫秒
64 字节，来自 10.1.1.1: icmp_seq=624 ttl=63 时间=73.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=625 ttl=63 时间=0.152 毫秒
64 字节，来自 10.1.1.1: icmp_seq=626 ttl=63 时间=74.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=627 ttl=63 时间=75.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=628 ttl=63 时间=74.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=630 ttl=63 时间=75.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=631 ttl=63 时间=75.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=632 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=633 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=634 ttl=63 时间=76.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=635 ttl=63 时间=75.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=636 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=638 ttl=63 时间=75.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=639 ttl=63 时间=75.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=640 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=642 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=643 ttl=63 时间=74.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=644 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=645 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=646 ttl=63 时间=75.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=647 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=648 ttl=63 时间=75.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=650 ttl=63 时间=76.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=651 ttl=63 时间=76.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=652 ttl=63 时间=76.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=653 ttl=63 时间=0.154 毫秒
64 字节，来自 10.1.1.1: icmp_seq=654 ttl=63 时间=75.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=655 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=656 ttl=63 时间=75.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=657 ttl=63 时间=75.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=658 ttl=63 时间=76.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=659 ttl=63 时间=38.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=660 ttl=63 时间=74.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=662 ttl=63 时间=77.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=663 ttl=63 时间=74.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=664 ttl=63 时间=76.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=665 ttl=63 时间=0.142 毫秒
64 字节，来自 10.1.1.1: icmp_seq=666 ttl=63 时间=76.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=667 ttl=63 时间=77.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=668 ttl=63 时间=74.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=669 ttl=63 时间=77.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=670 ttl=63 时间=77.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=671 ttl=63 时间=0.080 毫秒
64 字节，来自 10.1.1.1: icmp_seq=672 ttl=63 时间=75.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=673 ttl=63 时间=0.121 毫秒
64 字节，来自 10.1.1.1: icmp_seq=674 ttl=63 时间=77.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=675 ttl=63 时间=77.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=676 ttl=63 时间=76.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=677 ttl=63 时间=0.162 毫秒
64 字节，来自 10.1.1.1: icmp_seq=678 ttl=63 时间=76.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=679 ttl=63 时间=75.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=680 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=681 ttl=63 时间=76.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=682 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=684 ttl=63 时间=77.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=686 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=687 ttl=63 时间=0.137 毫秒
64 字节，来自 10.1.1.1: icmp_seq=688 ttl=63 时间=76.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=689 ttl=63 时间=77.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=690 ttl=63 时间=75.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=692 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=693 ttl=63 时间=78.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=694 ttl=63 时间=77.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=695 ttl=63 时间=0.145 毫秒
64 字节，来自 10.1.1.1: icmp_seq=696 ttl=63 时间=76.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=697 ttl=63 时间=77.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=698 ttl=63 时间=76.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=699 ttl=63 时间=77.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=700 ttl=63 时间=75.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=701 ttl=63 时间=75.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=702 ttl=63 时间=76.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=703 ttl=63 时间=0.153 毫秒
64 字节，来自 10.1.1.1: icmp_seq=704 ttl=63 时间=76.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=705 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=706 ttl=63 时间=76.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=707 ttl=63 时间=0.138 毫秒
64 字节，来自 10.1.1.1: icmp_seq=708 ttl=63 时间=77.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=709 ttl=63 时间=75.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=710 ttl=63 时间=76.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=711 ttl=63 时间=76.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=712 ttl=63 时间=76.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=713 ttl=63 时间=78.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=714 ttl=63 时间=78.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=716 ttl=63 时间=79.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=717 ttl=63 时间=76.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=718 ttl=63 时间=78.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=720 ttl=63 时间=77.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=721 ttl=63 时间=79.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=722 ttl=63 时间=76.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=723 ttl=63 时间=78.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=724 ttl=63 时间=79.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=726 ttl=63 时间=78.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=728 ttl=63 时间=78.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=729 ttl=63 时间=0.155 毫秒
64 字节，来自 10.1.1.1: icmp_seq=730 ttl=63 时间=78.2 毫秒
64 字节，来自 10.1.1.1: icmp_seq=731 ttl=63 时间=79.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=732 ttl=63 时间=76.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=734 ttl=63 时间=79.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=735 ttl=63 时间=78.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=736 ttl=63 时间=77.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=737 ttl=63 时间=80.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=738 ttl=63 时间=77.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=739 ttl=63 时间=0.062 毫秒
64 字节，来自 10.1.1.1: icmp_seq=740 ttl=63 时间=79.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=741 ttl=63 时间=0.181 毫秒
64 字节，来自 10.1.1.1: icmp_seq=742 ttl=63 时间=79.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=743 ttl=63 时间=79.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=744 ttl=63 时间=78.3 毫秒
64 字节，来自 10.1.1.1: icmp_seq=746 ttl=63 时间=79.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=747 ttl=63 时间=79.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=748 ttl=63 时间=80.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=749 ttl=63 时间=78.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=750 ttl=63 时间=78.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=751 ttl=63 时间=0.140 毫秒
64 字节，来自 10.1.1.1: icmp_seq=752 ttl=63 时间=78.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=753 ttl=63 时间=0.147 毫秒
64 字节，来自 10.1.1.1: icmp_seq=754 ttl=63 时间=79.1 毫秒
64 字节，来自 10.1.1.1: icmp_seq=755 ttl=63 时间=0.114 毫秒
64 字节，来自 10.1.1.1: icmp_seq=756 ttl=63 时间=79.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=757 ttl=63 时间=79.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=758 ttl=63 时间=79.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=760 ttl=63 时间=78.6 毫秒
64 字节，来自 10.1.1.1: icmp_seq=761 ttl=63 时间=79.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=762 ttl=63 时间=80.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=763 ttl=63 时间=78.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=764 ttl=63 时间=80.7 毫秒
64 字节，来自 10.1.1.1: icmp_seq=765 ttl=63 时间=0.232 毫秒
64 字节，来自 10.1.1.1: icmp_seq=766 ttl=63 时间=79.5 毫秒
64 字节，来自 10.1.1.1: icmp_seq=768 ttl=63 时间=80.8 毫秒
64 字节，来自 10.1.1.1: icmp_seq=769 ttl=63 时间=40.0 毫秒
64 字节，来自 10.1.1.1: icmp_seq=770 ttl=63 时间=80.4 毫秒
64 字节，来自 10.1.1.1: icmp_seq=772 ttl=63 时间=78.9 毫秒
64 字节，来自 10.1.1.1: icmp_seq=773 ttl=63 时间=78.8 毫秒
